,sex,age,Pstatus,famrel,Medu,Mjob,Fedu,Fjob,goout,health,Dalc,Walc
902,0.0,17,1.0,4,1,other,1,services,3,3,1,1
903,1.0,17,1.0,4,2,other,2,other,5,5,1,2
904,0.0,16,1.0,5,1,at_home,1,other,2,1,1,1
905,0.0,17,1.0,5,2,other,2,other,2,1,1,1
906,0.0,17,0.0,4,1,other,0,other,5,4,1,1
907,0.0,18,1.0,4,1,at_home,1,other,2,5,1,1
908,0.0,16,1.0,3,3,other,1,other,3,1,1,3
909,0.0,16,1.0,3,3,services,2,at_home,3,3,1,4
910,0.0,18,1.0,2,1,other,1,at_home,5,3,1,4
911,0.0,16,1.0,4,4,health,4,teacher,3,2,2,3
912,0.0,16,1.0,5,1,other,2,other,5,2,1,4
913,0.0,18,0.0,2,2,other,4,services,2,1,1,3
914,1.0,16,1.0,5,2,other,1,services,1,2,1,1
915,0.0,16,1.0,4,1,at_home,1,other,2,5,1,3
916,0.0,16,1.0,3,2,at_home,3,services,3,2,1,1
917,0.0,16,1.0,4,4,health,4,health,4,3,1,2
918,1.0,18,1.0,5,4,at_home,4,health,5,5,5,5
919,0.0,16,1.0,4,3,at_home,4,other,1,2,1,1
920,1.0,17,1.0,4,4,other,4,services,3,5,1,2
921,0.0,17,1.0,4,4,other,1,other,3,5,1,2
922,1.0,16,1.0,5,2,services,2,services,3,3,2,2
923,0.0,17,1.0,5,2,at_home,2,other,3,5,1,2
924,0.0,16,1.0,5,4,services,4,services,3,5,1,2
925,1.0,17,1.0,4,3,services,3,services,4,3,5,5
926,1.0,17,1.0,5,1,at_home,1,services,3,1,3,3
927,1.0,16,1.0,4,2,health,1,services,2,5,1,4
928,0.0,16,1.0,3,2,other,1,services,2,3,1,1
929,1.0,16,1.0,4,4,teacher,4,health,2,5,2,5
930,1.0,15,1.0,5,1,other,2,services,5,5,1,3
931,1.0,15,0.0,5,2,other,2,other,5,5,2,3
932,1.0,15,0.0,4,2,services,1,services,3,5,1,2
933,0.0,16,1.0,4,2,other,2,other,3,5,2,2
934,0.0,16,1.0,1,4,other,1,other,4,1,2,2
935,0.0,17,1.0,4,3,at_home,2,other,3,1,2,2
936,0.0,17,1.0,5,2,other,2,other,3,5,1,1
937,0.0,16,1.0,5,4,teacher,4,services,5,5,1,4
938,1.0,17,1.0,3,4,health,4,other,3,5,1,3
939,1.0,17,1.0,5,1,other,3,other,2,5,3,3
940,1.0,17,1.0,5,3,services,4,other,4,5,3,4
941,0.0,17,1.0,5,4,health,4,health,5,5,1,1
942,1.0,16,1.0,4,4,other,1,at_home,2,2,2,1
943,0.0,17,0.0,4,1,at_home,1,at_home,5,3,1,2
944,0.0,17,1.0,4,4,other,2,other,3,5,2,3
945,1.0,16,0.0,4,2,other,2,services,2,5,2,2
946,1.0,17,1.0,4,3,other,2,other,2,1,2,2
947,1.0,19,1.0,4,1,other,1,other,3,4,3,4
948,1.0,17,0.0,4,1,other,0,other,2,5,1,1
949,0.0,17,1.0,3,1,at_home,1,at_home,5,4,2,2
950,0.0,16,1.0,4,1,other,2,other,4,3,1,1
951,1.0,16,1.0,4,1,other,2,at_home,4,5,2,4
952,0.0,17,1.0,5,3,other,1,other,4,5,1,1
953,1.0,17,1.0,5,2,other,2,other,5,5,3,5
954,1.0,18,1.0,4,1,at_home,0,at_home,2,4,1,1
955,1.0,17,1.0,4,1,other,1,services,5,2,1,3
956,1.0,18,1.0,4,1,at_home,1,at_home,3,5,1,4
957,0.0,16,1.0,5,2,other,2,services,3,1,1,1
958,1.0,17,1.0,1,2,other,2,other,1,5,2,3
959,1.0,16,1.0,4,3,services,2,other,5,5,2,3
960,1.0,16,1.0,4,1,at_home,1,other,5,5,2,4
961,1.0,18,1.0,5,1,services,1,other,3,5,2,3
962,1.0,18,1.0,2,3,services,2,other,1,5,2,2
963,1.0,19,1.0,3,3,at_home,2,services,1,3,1,1
964,1.0,18,1.0,4,3,at_home,3,at_home,5,3,1,3
965,1.0,16,1.0,5,2,services,2,services,3,4,2,4
966,1.0,19,1.0,4,2,at_home,1,other,3,5,1,3
967,0.0,16,0.0,2,3,services,2,at_home,5,1,1,1
968,0.0,17,1.0,4,1,other,1,at_home,2,5,1,2
969,1.0,20,1.0,4,1,other,1,other,3,4,2,4
970,0.0,18,0.0,5,4,services,3,services,4,2,3,4
971,1.0,18,1.0,2,3,other,2,other,5,5,5,5
972,1.0,19,1.0,5,1,other,1,services,4,2,3,3
973,1.0,17,1.0,4,3,health,3,other,4,3,2,3
974,1.0,18,1.0,4,1,at_home,3,services,3,3,2,3
975,1.0,19,1.0,4,1,other,1,other,4,5,3,3
976,0.0,18,0.0,4,1,at_home,2,other,3,5,1,1
977,0.0,19,0.0,1,1,at_home,1,other,4,5,1,1
978,0.0,18,1.0,5,2,other,2,other,5,3,1,1
979,0.0,17,1.0,4,0,at_home,0,other,3,5,1,1
980,0.0,17,0.0,4,3,other,1,at_home,3,3,2,2
981,0.0,17,1.0,5,4,teacher,2,services,5,5,1,3
982,0.0,18,1.0,2,2,services,2,services,3,4,1,2
983,0.0,17,1.0,3,4,health,1,at_home,2,5,1,1
984,0.0,17,1.0,5,1,at_home,2,other,1,3,1,1
985,0.0,18,1.0,3,1,other,1,other,4,5,2,2
986,0.0,18,1.0,4,2,services,2,at_home,5,1,1,1
987,0.0,17,1.0,4,3,services,3,services,3,4,1,1
988,0.0,18,0.0,4,1,at_home,2,other,3,4,1,2
989,0.0,18,1.0,4,4,teacher,4,teacher,5,1,1,2
990,1.0,18,1.0,5,4,services,4,other,5,5,1,1
991,0.0,17,1.0,4,4,other,2,other,3,4,1,2
992,0.0,18,1.0,4,2,at_home,2,other,3,4,1,1
993,1.0,18,1.0,4,1,at_home,2,services,4,1,5,5
994,1.0,18,1.0,2,4,at_home,4,services,5,1,1,1
995,1.0,17,1.0,4,1,other,1,services,3,4,3,4
996,0.0,18,1.0,1,2,other,2,other,1,2,1,1
997,0.0,18,1.0,5,2,services,2,services,5,3,1,4
998,0.0,18,0.0,5,4,teacher,2,other,1,5,1,1
999,0.0,18,1.0,4,1,at_home,1,services,2,2,1,2
1000,0.0,19,1.0,5,1,at_home,1,services,5,2,2,3
1001,0.0,17,1.0,4,4,teacher,2,other,3,5,3,1
1002,0.0,17,0.0,5,2,services,1,other,3,2,1,2
1003,0.0,18,0.0,5,1,at_home,1,services,3,3,1,2
1004,0.0,18,1.0,4,1,at_home,2,at_home,1,4,1,1
1005,0.0,19,0.0,3,1,at_home,1,at_home,4,1,1,4
1006,0.0,18,1.0,4,2,services,2,other,1,4,1,1
1007,1.0,17,1.0,4,4,services,3,other,5,2,1,3
1008,0.0,18,1.0,5,3,services,3,services,4,5,1,1
1009,0.0,17,1.0,4,4,teacher,4,services,3,5,1,2
1010,0.0,17,0.0,1,3,services,2,other,3,5,1,2
1011,1.0,18,1.0,3,1,other,1,services,2,3,1,2
1012,0.0,18,1.0,5,1,at_home,1,services,2,4,1,1
1013,0.0,18,0.0,4,1,at_home,2,other,4,5,1,4
1014,0.0,18,1.0,4,3,services,3,services,2,3,1,3
1015,0.0,17,1.0,2,4,at_home,4,at_home,4,1,1,1
1016,0.0,17,1.0,3,1,other,2,services,2,3,1,2
1017,1.0,18,1.0,3,1,at_home,3,other,4,3,2,4
1018,1.0,18,1.0,4,4,teacher,4,services,2,5,2,2
1019,0.0,17,1.0,5,1,other,1,services,1,1,1,2
1020,0.0,18,1.0,5,2,at_home,3,services,3,4,1,2
1021,0.0,18,1.0,3,4,other,4,teacher,2,5,4,2
1022,1.0,18,1.0,4,1,at_home,2,services,3,3,2,3
1023,0.0,17,1.0,3,2,other,2,at_home,3,3,1,1
1024,0.0,17,1.0,3,1,other,2,other,5,1,1,3
1025,0.0,18,1.0,5,4,other,4,other,4,1,1,1
1026,0.0,18,1.0,4,1,other,1,other,2,4,1,2
1027,0.0,19,1.0,4,1,at_home,1,other,3,3,1,1
1028,0.0,18,1.0,5,4,teacher,4,services,3,2,3,4
1029,0.0,18,1.0,4,3,other,3,other,3,1,1,2
1030,0.0,17,1.0,4,3,at_home,1,other,4,1,2,3
1031,1.0,18,1.0,3,4,teacher,4,teacher,4,2,1,4
1032,1.0,18,1.0,4,2,other,1,other,3,5,1,3
1033,1.0,17,1.0,4,2,other,3,services,3,3,1,1
1034,1.0,19,1.0,4,1,other,1,services,2,5,1,3
1035,1.0,18,1.0,5,4,other,2,other,3,3,4,3
1036,0.0,18,1.0,5,2,at_home,2,other,3,4,1,3
1037,0.0,17,1.0,5,4,teacher,3,other,4,1,1,1
1038,0.0,18,1.0,4,4,teacher,4,at_home,3,5,2,2
1039,0.0,19,1.0,5,2,services,3,other,2,5,1,2
1040,0.0,18,1.0,4,3,teacher,1,services,4,1,1,1
1041,0.0,18,1.0,1,1,other,1,other,1,5,1,1
1042,1.0,17,1.0,2,3,services,1,services,5,2,3,4
1043,1.0,18,1.0,4,3,services,2,other,1,5,3,4
